"","Kingdom","Phylum","Subphylum","Class","Subclass","Superorder","Order","Family","Genus","Species"
"c240b5f38c73bcdef8ba7aea1f95273b2d40e3e5","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Euphausiacea","Euphausiidae","Euphausia",NA
"c3db1f4fb87f52065f108aea13bad38e2d74d8fa","Animalia","Cnidaria","Subphylum","Hydrozoa","Hydroidolina","Superorder","Siphonophorae","Prayidae","Rosacea",NA
"c3fb89f8d0b6dbcec55b04cdfda7f019695eec6c","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Clausocalanidae","Clausocalanus",NA
"cd461f97fea3eb247657aaf6ea054a4ff990ac82","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Euchaetidae","Paraeuchaeta",NA
"cdffdeed24846ab0fa0610d9f5c119df862c22d2","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Metridia",NA
"e8d86c849cbebe738c4b6601befc1b5ffcf339d1","Animalia","Chaetognatha","Subphylum","Sagittoidea","Subclass","Superorder","Aphragmophora","Sagittidae","Genus",NA
"ef58fe9819f05f8ed8d0d5eefa403637f33fb10c","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Cyclopoida","Corycaeidae","Ditrichocorycaeus",NA
"02a07907732e29c1a97ed0eeda0a2d5a538f3a41","Animalia","Chordata","Tunicata","Thaliacea","Subclass","Superorder","Doliolida","Doliolidae","Doliolum",NA
"08636a1495939b7805ca78f84db8556c3ef820fa","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Candaciidae","Candacia",NA
"0e1296575253520f52538d918bbc59785b8edd79","Animalia","Ctenophora","Subphylum","Tentaculata","Subclass","Superorder","Cydippida","Mertensiidae","Charistephane",NA
"1cf7d7dfd3e884ebdb3d585212f01108d6b09442","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Scolecitrichidae","Lophothrix",NA
"48bcddb0b8280a56a7dd16bd156c37a912b7415b","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Neocalanus",NA
"6206693b8580d16f8817597db5eb720da006d4a3","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Euphausiacea","Euphausiidae","Stylocheiron",NA
"a15fa1e1831ffac3265b6f2979da3a880f156124","Animalia","Cnidaria","Subphylum","Scyphozoa","Discomedusae","Superorder","Semaeostomeae","Phacellophoridae","Phacellophora",NA
"b297100644045ab353d5c4215e56a544003a7b0e","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Pontellidae","Labidocera",NA
"b550711c77469fe6572432d2e66bfda1032a85d3","Animalia","Mollusca","Subphylum","Gastropoda","Heterobranchia","Superorder","Pteropoda","Cliidae","Clio",NA
"b780000e4f75a38561665e089d0593fa17a4e3a4","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Vibiliidae","Vibilia",NA
"c833308b17dbca6ee9bb6fd7fae08563f70d2437","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Paracalanidae","Paracalanus",NA
"cd1ddf5b1a563fae8d1dee5a5aee991df3496e21","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Hyperiidae","Themisto",NA
"d171d9643c54546671b17cc8152687ae7765675a","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Sergestidae","Neosergestes",NA
"dfd1a7b684bae687ae1e274f3d5bc7bfd0256cfa","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Podoplea","Cyclopoida","Sapphirinidae","Genus",NA
"fc6ed0cb3c3be874cb5d6e9190a049a0e07c9a69","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Phronimidae","Phronima",NA
"c1eb4696ff48e88b0f85f960b37292932f606e07","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Sergestidae","Eusergestes",NA
"d2dec109e26e1901255a39c925ef1a2b616a6258","Animalia","Cnidaria","Subphylum","Hydrozoa","Hydroidolina","Superorder","Siphonophorae","Prayidae","Amphicaryon",NA
"dbcdc0436dc94019e54850fc03f4a79efadac140","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Paracalanidae","Mecynocera",NA
"...49","other","other","other","other","other","other","other","other","other","other"
