"","size_fraction","sample_id","object_annotation_category","dryweight_C_mg_sum_taxa","dryweight_C_ug_sum_taxa","dryweight_C_mg_sum_sample","dryweight_C_ug_sum_sample","sample_conc","sample_tot_vol","acq_sub_part","potemp2","density2","oxy_sat","Sal2","NO2","nitracline_depth","NO3","fluorescence","hypoxia_depth","chl_max_depth","PO4","SIL","NH4","beam_depth","chl_max","mixedlayerdepths","intergrated_chl","day_night_0_1","distance_from_shore","PAR_1_depth_adj","cycle.x","Sample_ID_short","PC1","Longitude","Latitude","log10_dryweight_C_ug_m2_taxa","dryweight_C_mg_m2_taxa","log10_dryweight_C_ug_m2_sample","dryweight_C_mg_m2_sample","biomass_prop_taxa","biomass_taxa_clr","Sample_ID.x","Sample_ID.y","offshore_onshore","taxa_join","Family","Sample_ID","n_reads_raw","biomass_mg_m2","size_fraction_numeric","cycle.y","n_reads_pcr","p.2.5","p.97.5","size_fraction.y.y"
"11","0.2-1","c1_t7_h9","Harpacticoida",0.00265787963399288,2.65787963399288,1.49794994820172,1497.94994820172,72.145390070922,282,100,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,"1","C1-T7-H9",6.573255037,-122.4661,36.18643,0.977528674838624,0.191753762955976,7.31185275110355,108.070183319731,0.00177434475509922,0.648533732942969,"c1_t7_h9","C1-T7-H9","onshore","other","other","C1-T7-H9",0.00684567326864283,1015.54609929078,0.5,"1",0.568445091276588,0.000325671685061993,0.737614343376939,"0.2-1"
"12","0.2-1","c1_t7_h9","Oikopleuridae",0.0279496218445829,27.9496218445829,1.49794994820172,1497.94994820172,72.145390070922,282,100,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,"1","C1-T7-H9",6.573255037,-122.4661,36.18643,3.33040366979877,2.0164363703122,7.31185275110355,108.070183319731,0.0186585819360228,3.00136153827943,"c1_t7_h9","C1-T7-H9","onshore","other","other","C1-T7-H9",0.00684567326864283,1015.54609929078,0.5,"1",0.568445091276588,0.000325671685061993,0.737614343376939,"0.2-1"
"13","0.2-1","c1_t7_h9","Oithonidae",0.617753311051313,617.753311051313,1.49794994820172,1497.94994820172,72.145390070922,282,100,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,"1","C1-T7-H9",6.573255037,-122.4661,36.18643,6.42608920471079,44.5680535934006,7.31185275110355,108.070183319731,0.412399167137007,6.09704233833567,"c1_t7_h9","C1-T7-H9","onshore","Oithonidae","Oithonidae","C1-T7-H9",0.00875648012760867,1015.54609929078,0.5,"1",0.568445091276588,0.000325671685061993,0.737614343376939,"0.2-1"
"14","0.2-1","c1_t7_h9","Ostracoda",0.0154935902274602,15.4935902274602,1.49794994820172,1497.94994820172,72.145390070922,282,100,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,"1","C1-T7-H9",6.573255037,-122.4661,36.18643,2.74042640468431,1.11779111055914,7.31185275110355,108.070183319731,0.0103431962103007,2.41138826010859,"c1_t7_h9","C1-T7-H9","onshore","other","other","C1-T7-H9",0.00684567326864283,1015.54609929078,0.5,"1",0.568445091276588,0.000325671685061993,0.737614343376939,"0.2-1"
"15","0.2-1","c1_t7_h9","Poecilostomatoida",0.0244416335199718,24.4416335199718,1.49794994820172,1497.94994820172,72.145390070922,282,100,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,"1","C1-T7-H9",6.573255037,-122.4661,36.18643,3.19628797003923,1.76335118426889,7.31185275110355,108.070183319731,0.0163167224307553,2.86724655029218,"c1_t7_h9","C1-T7-H9","onshore","other","other","C1-T7-H9",0.00684567326864283,1015.54609929078,0.5,"1",0.568445091276588,0.000325671685061993,0.737614343376939,"0.2-1"
"16","0.2-1","c1_t7_h9","nauplii<Cirripedia",0,0,1.49794994820172,1497.94994820172,72.145390070922,282,100,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,"1","C1-T7-H9",6.573255037,-122.4661,36.18643,-Inf,0,7.31185275110355,108.070183319731,0,-9.21290066623683,"c1_t7_h9","C1-T7-H9","onshore","other","other","C1-T7-H9",0.00684567326864283,1015.54609929078,0.5,"1",0.568445091276588,0.000325671685061993,0.737614343376939,"0.2-1"
"17","0.2-1","c1_t8_h10","Calanoida",0.964010008630874,964.010008630874,1.67548400557514,1675.48400557514,228.497902097902,286,320,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,"1","C1-T8-H10",4.157659552,-122.4958,36.11382,6.87110167695382,220.274264573535,7.42385736107101,382.844580272508,0.575362107560055,6.76399722153857,"c1_t8_h10","C1-T8-H10","onshore","Calanoida","Calanidae","C1-T8-H10",0.0656022845275182,647.524475524475,0.5,"1",0.455347949163191,0.000222480911601566,0.386508794985324,"0.2-1"
"18","0.2-1","c1_t8_h10","Calanoida",0.964010008630874,964.010008630874,1.67548400557514,1675.48400557514,228.497902097902,286,320,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,"1","C1-T8-H10",4.157659552,-122.4958,36.11382,6.87110167695382,220.274264573535,7.42385736107101,382.844580272508,0.575362107560055,6.76399722153857,"c1_t8_h10","C1-T8-H10","onshore","Calanoida","Clausocalanidae","C1-T8-H10",0.011993769470405,647.524475524475,0.5,"1",0.455347949163191,0.000222480911601566,0.386508794985324,"0.2-1"
"19","0.2-1","c1_t8_h10","Calanoida",0.964010008630874,964.010008630874,1.67548400557514,1675.48400557514,228.497902097902,286,320,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,"1","C1-T8-H10",4.157659552,-122.4958,36.11382,6.87110167695382,220.274264573535,7.42385736107101,382.844580272508,0.575362107560055,6.76399722153857,"c1_t8_h10","C1-T8-H10","onshore","Calanoida","Metridinidae","C1-T8-H10",0.869678089304257,647.524475524475,0.5,"1",0.455347949163191,0.000222480911601566,0.386508794985324,"0.2-1"
"20","0.2-1","c1_t8_h10","Calanoida",0.964010008630874,964.010008630874,1.67548400557514,1675.48400557514,228.497902097902,286,320,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,"1","C1-T8-H10",4.157659552,-122.4958,36.11382,6.87110167695382,220.274264573535,7.42385736107101,382.844580272508,0.575362107560055,6.76399722153857,"c1_t8_h10","C1-T8-H10","onshore","Calanoida","Paracalanidae","C1-T8-H10",0.0190031152647975,647.524475524475,0.5,"1",0.455347949163191,0.000222480911601566,0.386508794985324,"0.2-1"
"21","0.2-1","c1_t8_h10","Calanoida",0.964010008630874,964.010008630874,1.67548400557514,1675.48400557514,228.497902097902,286,320,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,"1","C1-T8-H10",4.157659552,-122.4958,36.11382,6.87110167695382,220.274264573535,7.42385736107101,382.844580272508,0.575362107560055,6.76399722153857,"c1_t8_h10","C1-T8-H10","onshore","Calanoida","Rhincalanidae","C1-T8-H10",0.00259605399792316,647.524475524475,0.5,"1",0.455347949163191,0.000222480911601566,0.386508794985324,"0.2-1"
"22","0.2-1","c1_t8_h10","Calanoida",0.964010008630874,964.010008630874,1.67548400557514,1675.48400557514,228.497902097902,286,320,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,"1","C1-T8-H10",4.157659552,-122.4958,36.11382,6.87110167695382,220.274264573535,7.42385736107101,382.844580272508,0.575362107560055,6.76399722153857,"c1_t8_h10","C1-T8-H10","onshore","Calanoida","unidentified Calanoida","C1-T8-H10",0.00599688473520249,647.524475524475,0.5,"1",0.455347949163191,0.000222480911601566,0.386508794985324,"0.2-1"
"23","0.2-1","c1_t8_h10","Chaetognatha",0.0264452486221438,26.4452486221438,1.67548400557514,1675.48400557514,228.497902097902,286,320,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,"1","C1-T8-H10",4.157659552,-122.4958,36.11382,3.27507650595395,6.04268383061729,7.42385736107101,382.844580272508,0.0157836473127453,3.16797366003318,"c1_t8_h10","C1-T8-H10","onshore","other","other","C1-T8-H10",0.000259605399792316,647.524475524475,0.5,"1",0.455347949163191,0.000222480911601566,0.386508794985324,"0.2-1"
"24","0.2-1","c1_t8_h10","Copepoda<Maxillopoda",0.0705016218176123,70.5016218176123,1.67548400557514,1675.48400557514,228.497902097902,286,320,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,"1","C1-T8-H10",4.157659552,-122.4958,36.11382,4.25563571405876,16.1094726798241,7.42385736107101,382.844580272508,0.042078361585679,4.14853183399815,"c1_t8_h10","C1-T8-H10","onshore","other","other","C1-T8-H10",0.000259605399792316,647.524475524475,0.5,"1",0.455347949163191,0.000222480911601566,0.386508794985324,"0.2-1"
"25","0.2-1","c1_t8_h10","Harpacticoida",0.00169010856633988,1.69010856633988,1.67548400557514,1675.48400557514,228.497902097902,286,320,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,"1","C1-T8-H10",4.157659552,-122.4958,36.11382,0.524792767309452,0.386186261726355,7.42385736107101,382.844580272508,0.00100872855886185,0.417714160401661,"c1_t8_h10","C1-T8-H10","onshore","other","other","C1-T8-H10",0.000259605399792316,647.524475524475,0.5,"1",0.455347949163191,0.000222480911601566,0.386508794985324,"0.2-1"
"26","0.2-1","c1_t8_h10","Oikopleuridae",0.0164615762677152,16.4615762677152,1.67548400557514,1675.48400557514,228.497902097902,286,320,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,"1","C1-T8-H10",4.157659552,-122.4958,36.11382,2.80102895419458,3.76143564239753,7.42385736107101,382.844580272508,0.0098249677185456,2.69392711193723,"c1_t8_h10","C1-T8-H10","onshore","other","other","C1-T8-H10",0.000259605399792316,647.524475524475,0.5,"1",0.455347949163191,0.000222480911601566,0.386508794985324,"0.2-1"
"27","0.2-1","c1_t8_h10","Oithonidae",0.519056350748132,519.056350748132,1.67548400557514,1675.48400557514,228.497902097902,286,320,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,"1","C1-T8-H10",4.157659552,-122.4958,36.11382,6.25201245289459,118.603287216541,7.42385736107101,382.844580272508,0.309794870629014,6.14490803639608,"c1_t8_h10","C1-T8-H10","onshore","Oithonidae","Oithonidae","C1-T8-H10",0.00376427829698858,647.524475524475,0.5,"1",0.455347949163191,0.000222480911601566,0.386508794985324,"0.2-1"
"28","0.2-1","c1_t8_h10","Ostracoda",0.0398984897062573,39.8984897062573,1.67548400557514,1675.48400557514,228.497902097902,286,320,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,"1","C1-T8-H10",4.157659552,-122.4958,36.11382,3.68633847120591,9.11672119475455,7.42385736107101,382.844580272508,0.0238131128518661,3.57923506727769,"c1_t8_h10","C1-T8-H10","onshore","other","other","C1-T8-H10",0.000259605399792316,647.524475524475,0.5,"1",0.455347949163191,0.000222480911601566,0.386508794985324,"0.2-1"
"29","0.2-1","c1_t8_h10","Poecilostomatoida",0.0374206012160618,37.4206012160618,1.67548400557514,1675.48400557514,228.497902097902,286,320,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,"1","C1-T8-H10",4.157659552,-122.4958,36.11382,3.62222138742083,8.55052887311233,7.42385736107101,382.844580272508,0.0223342037832325,3.51511805612524,"c1_t8_h10","C1-T8-H10","onshore","other","other","C1-T8-H10",0.000259605399792316,647.524475524475,0.5,"1",0.455347949163191,0.000222480911601566,0.386508794985324,"0.2-1"
"30","0.2-1","c1_t8_h10","nauplii<Cirripedia",0,0,1.67548400557514,1675.48400557514,228.497902097902,286,320,14.52624375,25.12710625,73.9570625,33.7726125,0.293333333,5.056,6.879666667,3.06598125,117.599,33.74833333,0.619,4.617666667,0.519666667,8.4375,3.9444,39.60784898,93.982,0,57.2760461,30,"1","C1-T8-H10",4.157659552,-122.4958,36.11382,-Inf,0,7.42385736107101,382.844580272508,0,-10.1438017159026,"c1_t8_h10","C1-T8-H10","onshore","other","other","C1-T8-H10",0.000259605399792316,647.524475524475,0.5,"1",0.455347949163191,0.000222480911601566,0.386508794985324,"0.2-1"
"31","0.2-1","c2_t8_h18","Amphipoda",0,0,7.89612762683187,7896.12762683187,6.63795379537954,303,10,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,-Inf,0,8.9741277444619,52.4141303493298,0,-8.77533550284151,"c2_t8_h18","C2-T8-H18","onshore","other","other","C2-T8-H18",0.000575480200223677,NA,0.5,"2",0.489301483148627,0.000123412325850816,0.344375748216742,"0.2-1"
"32","0.2-1","c2_t8_h18","Calanoida",1.73755803756219,1737.55803756219,7.89612762683187,7896.12762683187,83.6534835362997,303,126.022997620936,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,7.46023597979457,145.352782688574,8.9741277444619,660.538582431701,0.220051919077116,7.7167538024927,"c2_t8_h18","C2-T8-H18","onshore","Calanoida","Calanidae","C2-T8-H18",0.0833903384475064,NA,0.5,"2",0.489301483148627,0.000123412325850816,0.344375748216742,"0.2-1"
"33","0.2-1","c2_t8_h18","Calanoida",1.73755803756219,1737.55803756219,7.89612762683187,7896.12762683187,83.6534835362997,303,126.022997620936,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,7.46023597979457,145.352782688574,8.9741277444619,660.538582431701,0.220051919077116,7.7167538024927,"c2_t8_h18","C2-T8-H18","onshore","Calanoida","Clausocalanidae","C2-T8-H18",0.0158528507986145,NA,0.5,"2",0.489301483148627,0.000123412325850816,0.344375748216742,"0.2-1"
"34","0.2-1","c2_t8_h18","Calanoida",1.73755803756219,1737.55803756219,7.89612762683187,7896.12762683187,83.6534835362997,303,126.022997620936,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,7.46023597979457,145.352782688574,8.9741277444619,660.538582431701,0.220051919077116,7.7167538024927,"c2_t8_h18","C2-T8-H18","onshore","Calanoida","Metridinidae","C2-T8-H18",0.815672606056658,NA,0.5,"2",0.489301483148627,0.000123412325850816,0.344375748216742,"0.2-1"
"35","0.2-1","c2_t8_h18","Calanoida",1.73755803756219,1737.55803756219,7.89612762683187,7896.12762683187,83.6534835362997,303,126.022997620936,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,7.46023597979457,145.352782688574,8.9741277444619,660.538582431701,0.220051919077116,7.7167538024927,"c2_t8_h18","C2-T8-H18","onshore","Calanoida","Paracalanidae","C2-T8-H18",0.0556912820178725,NA,0.5,"2",0.489301483148627,0.000123412325850816,0.344375748216742,"0.2-1"
"36","0.2-1","c2_t8_h18","Calanoida",1.73755803756219,1737.55803756219,7.89612762683187,7896.12762683187,83.6534835362997,303,126.022997620936,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,7.46023597979457,145.352782688574,8.9741277444619,660.538582431701,0.220051919077116,7.7167538024927,"c2_t8_h18","C2-T8-H18","onshore","Calanoida","Rhincalanidae","C2-T8-H18",0.000195446105736343,NA,0.5,"2",0.489301483148627,0.000123412325850816,0.344375748216742,"0.2-1"
"37","0.2-1","c2_t8_h18","Calanoida",1.73755803756219,1737.55803756219,7.89612762683187,7896.12762683187,83.6534835362997,303,126.022997620936,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,7.46023597979457,145.352782688574,8.9741277444619,660.538582431701,0.220051919077116,7.7167538024927,"c2_t8_h18","C2-T8-H18","onshore","Calanoida","unidentified Calanoida","C2-T8-H18",0.00502730816421816,NA,0.5,"2",0.489301483148627,0.000123412325850816,0.344375748216742,"0.2-1"
"38","0.2-1","c2_t8_h18","Chaetognatha",0.048915265482452,48.915265482452,7.89612762683187,7896.12762683187,66.0909312670397,303,99.5652173913043,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,"2","C2-T8-H18",3.495869841,-123.0914,36.42905,3.89008952531881,3.23285544890973,8.9741277444619,521.862428260719,0.00619484230678248,3.91095884197618,"c2_t8_h18","C2-T8-H18","onshore","other","other","C2-T8-H18",0.000575480200223677,NA,0.5,"2",0.489301483148627,0.000123412325850816,0.344375748216742,"0.2-1"
