"","sample_id","size_fraction","object_annotation_category","count","total","relative_abundance","potemp2","density2","oxy_sat","Sal2","NO2","nitracline_depth","NO3","fluorescence","hypoxia_depth","chl_max_depth","PO4","SIL","NH4","beam_depth","chl_max","mixedlayerdepths","intergrated_chl","day_night_0_1","distance_from_shore","PAR_1_depth_adj","max_size","cycle","Sample_ID_short","PC1","Longitude","Latitude"
"21","c1_t7_h9","0.2-0.5","Oithonidae",345,1075,0.32093023255814,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,2,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"22","c1_t7_h9","0.2-0.5","Ostracoda",5,1075,0.00465116279069767,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"23","c1_t7_h9","0.2-0.5","Ostracoda",5,1075,0.00465116279069767,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,1,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"24","c1_t7_h9","0.2-0.5","Ostracoda",5,1075,0.00465116279069767,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,2,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"25","c1_t7_h9","0.2-0.5","Poecilostomatoida",9,1075,0.00837209302325581,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"26","c1_t7_h9","0.2-0.5","Poecilostomatoida",9,1075,0.00837209302325581,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,1,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"27","c1_t7_h9","0.2-0.5","Poecilostomatoida",9,1075,0.00837209302325581,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,2,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"28","c1_t7_h9","0.2-0.5","nauplii<Cirripedia",9,1075,0.00837209302325581,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"29","c1_t7_h9","0.2-0.5","nauplii<Cirripedia",9,1075,0.00837209302325581,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,1,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"30","c1_t7_h9","0.2-0.5","nauplii<Cirripedia",9,1075,0.00837209302325581,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,2,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"31","c1_t7_h9","0.2-0.5","nauplii<Crustacea",20,1075,0.0186046511627907,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"32","c1_t7_h9","0.2-0.5","nauplii<Crustacea",20,1075,0.0186046511627907,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,1,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"33","c1_t7_h9","0.2-0.5","nauplii<Crustacea",20,1075,0.0186046511627907,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,2,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"34","c1_t7_h9","0.2-0.5","other<living",17,1075,0.0158139534883721,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"35","c1_t7_h9","0.2-0.5","other<living",17,1075,0.0158139534883721,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,1,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"36","c1_t7_h9","0.2-0.5","other<living",17,1075,0.0158139534883721,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,2,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"37","c1_t7_h9","0.5-1","Calanoida",276,445,0.620224719101124,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"38","c1_t7_h9","0.5-1","Calanoida",276,445,0.620224719101124,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,1,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"39","c1_t7_h9","0.5-1","Calanoida",276,445,0.620224719101124,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,2,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"40","c1_t7_h9","0.5-1","Chaetognatha",5,445,0.0112359550561798,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"41","c1_t7_h9","0.5-1","Chaetognatha",5,445,0.0112359550561798,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,1,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"42","c1_t7_h9","0.5-1","Chaetognatha",5,445,0.0112359550561798,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,2,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"43","c1_t7_h9","0.5-1","Copepoda<Maxillopoda",100,445,0.224719101123595,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"44","c1_t7_h9","0.5-1","Copepoda<Maxillopoda",100,445,0.224719101123595,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,1,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"45","c1_t7_h9","0.5-1","Copepoda<Maxillopoda",100,445,0.224719101123595,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,2,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"46","c1_t7_h9","0.5-1","Oikopleuridae",3,445,0.00674157303370787,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"47","c1_t7_h9","0.5-1","Oikopleuridae",3,445,0.00674157303370787,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,1,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"48","c1_t7_h9","0.5-1","Oikopleuridae",3,445,0.00674157303370787,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,2,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"49","c1_t7_h9","0.5-1","Oithonidae",25,445,0.0561797752808989,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"50","c1_t7_h9","0.5-1","Oithonidae",25,445,0.0561797752808989,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,1,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"51","c1_t7_h9","0.5-1","Oithonidae",25,445,0.0561797752808989,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,2,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"52","c1_t7_h9","0.5-1","Poecilostomatoida",15,445,0.0337078651685393,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"53","c1_t7_h9","0.5-1","Poecilostomatoida",15,445,0.0337078651685393,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,1,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"54","c1_t7_h9","0.5-1","Poecilostomatoida",15,445,0.0337078651685393,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,2,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"55","c1_t7_h9","0.5-1","cypris",1,445,0.00224719101123596,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"56","c1_t7_h9","0.5-1","cypris",1,445,0.00224719101123596,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,1,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"57","c1_t7_h9","0.5-1","cypris",1,445,0.00224719101123596,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,2,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"58","c1_t7_h9","0.5-1","nauplii<Crustacea",2,445,0.00449438202247191,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"59","c1_t7_h9","0.5-1","nauplii<Crustacea",2,445,0.00449438202247191,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,1,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"60","c1_t7_h9","0.5-1","nauplii<Crustacea",2,445,0.00449438202247191,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,2,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"61","c1_t7_h9","0.5-1","other<living",18,445,0.0404494382022472,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"62","c1_t7_h9","0.5-1","other<living",18,445,0.0404494382022472,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,1,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"63","c1_t7_h9","0.5-1","other<living",18,445,0.0404494382022472,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,2,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"64","c1_t7_h9","1-2","Calanoida",36,100,0.36,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"65","c1_t7_h9","1-2","Calanoida",36,100,0.36,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,1,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"66","c1_t7_h9","1-2","Calanoida",36,100,0.36,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,2,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"67","c1_t7_h9","1-2","Chaetognatha",16,100,0.16,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"68","c1_t7_h9","1-2","Chaetognatha",16,100,0.16,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,1,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"69","c1_t7_h9","1-2","Chaetognatha",16,100,0.16,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,2,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"70","c1_t7_h9","1-2","Copepoda<Maxillopoda",25,100,0.25,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"71","c1_t7_h9","1-2","Copepoda<Maxillopoda",25,100,0.25,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,1,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"72","c1_t7_h9","1-2","Copepoda<Maxillopoda",25,100,0.25,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,2,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"73","c1_t7_h9","1-2","Eucalanidae",1,100,0.01,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"74","c1_t7_h9","1-2","Eucalanidae",1,100,0.01,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,1,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"75","c1_t7_h9","1-2","Eucalanidae",1,100,0.01,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,2,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"76","c1_t7_h9","1-2","Eumalacostraca",1,100,0.01,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"77","c1_t7_h9","1-2","Eumalacostraca",1,100,0.01,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,1,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"78","c1_t7_h9","1-2","Eumalacostraca",1,100,0.01,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,2,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"79","c1_t7_h9","1-2","Euphausiacea",1,100,0.01,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"80","c1_t7_h9","1-2","Euphausiacea",1,100,0.01,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,1,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"81","c1_t7_h9","1-2","Euphausiacea",1,100,0.01,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,2,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
"82","c1_t7_h9","1-2","Harpacticoida",2,100,0.02,13.6354125,25.27231875,68.65825,33.72105625,0.271166667,4.793,17.5485,4.377575,127.52,14.88966667,1.386,16.9485,0.108,10.919,4.7989,34.31751471,43.229,1,54.45089622,30,0.5,"1","C1-T7-H9",6.573255037,-122.4661,36.18643
