"","sample_id","size_fraction","object_annotation_category","count","total","relative_abundance","potemp2","density2","oxy_sat","Sal2","NO2","nitracline_depth","NO3","fluorescence","hypoxia_depth","chl_max_depth","PO4","SIL","NH4","beam_depth","chl_max","mixedlayerdepths","intergrated_chl","day_night_0_1","distance_from_shore","PAR_1_depth_adj","max_size","cycle","Sample_ID_short","PC1","Longitude","Latitude"
"11","c2_t8_h18","0.5-1","Euphausiacea",1,1009,0.000991080277502478,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,1,"2","C2-T8-H18",3.495869841,-123.0914,36.42905
"12","c2_t8_h18","0.5-1","Euphausiacea",1,1009,0.000991080277502478,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,2,"2","C2-T8-H18",3.495869841,-123.0914,36.42905
"13","c2_t8_h18",">2","Euphausiacea",64,151,0.423841059602649,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,0.5,"2","C2-T8-H18",3.495869841,-123.0914,36.42905
"14","c2_t8_h18",">2","Euphausiacea",64,151,0.423841059602649,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,1,"2","C2-T8-H18",3.495869841,-123.0914,36.42905
"15","c2_t8_h18",">2","Euphausiacea",64,151,0.423841059602649,15.59365,24.5697,64.668,33.34975,0.221166667,4.771,6.914333333,1.7352,127.517,14.88933333,0.475166667,5.279,0.129666667,14.889,8.5157,12.36120755,10.001,0,89.04467932,6,2,"2","C2-T8-H18",3.495869841,-123.0914,36.42905
"16","c2_t9_h19","1-2","Euphausiacea",12,357,0.0336134453781513,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,0.5,"2","C2-T9-H19",2.811058313,-123.226,36.46062
"17","c2_t9_h19","1-2","Euphausiacea",12,357,0.0336134453781513,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,1,"2","C2-T9-H19",2.811058313,-123.226,36.46062
"18","c2_t9_h19","1-2","Euphausiacea",12,357,0.0336134453781513,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,2,"2","C2-T9-H19",2.811058313,-123.226,36.46062
"19","c2_t9_h19",">2","Euphausiacea",14,199,0.0703517587939698,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,0.5,"2","C2-T9-H19",2.811058313,-123.226,36.46062
"20","c2_t9_h19",">2","Euphausiacea",14,199,0.0703517587939698,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,1,"2","C2-T9-H19",2.811058313,-123.226,36.46062
"21","c2_t9_h19",">2","Euphausiacea",14,199,0.0703517587939698,15.85675,24.06715,69.2275,32.7728,0.3052,4.576,7.3326,1.59615,129.5,30.76966667,0.668,5.1062,0.433,26.8,4.107233333,18.6269982,11.23,1,107.295263,6,2,"2","C2-T9-H19",2.811058313,-123.226,36.46062
"22","c3_t6_h25",">2","Euphausiacea",13,147,0.0884353741496599,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,0.5,"3","C3-T6-H25",-4.6044581,-130.477,34.56042
"23","c3_t6_h25",">2","Euphausiacea",13,147,0.0884353741496599,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,1,"3","C3-T6-H25",-4.6044581,-130.477,34.56042
"24","c3_t6_h25",">2","Euphausiacea",13,147,0.0884353741496599,18.84853125,23.309125,79.10425,32.70948125,0.0165,114.277,-0.069,-0.00258125,349.6695,109.1806667,0.336,1.0475,-0.013,22.833,0.642766667,36.93443854,8.3977,0,772.3392208,103,2,"3","C3-T6-H25",-4.6044581,-130.477,34.56042
"25","ct1_t1_h28",">2","Euphausiacea",7,239,0.0292887029288703,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,0.5,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055
"26","ct1_t1_h28",">2","Euphausiacea",7,239,0.0292887029288703,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,1,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055
"27","ct1_t1_h28",">2","Euphausiacea",7,239,0.0292887029288703,17.38964375,23.8663625,65.336625,32.97244375,0.013,59.8,0.207,0.26435,361.5505,43.67766667,0.370333333,1.022333333,0.021666667,39.707,2.921366667,44.12433944,112.6,0,602.6631245,5,2,"T1","CT1-T1-H28",-2.054216937,-128.5755,34.96055
"28","ct1_t2_h29","1-2","Euphausiacea",1,406,0.00246305418719212,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,0.5,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498
"29","ct1_t2_h29","1-2","Euphausiacea",1,406,0.00246305418719212,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,1,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498
"30","ct1_t2_h29","1-2","Euphausiacea",1,406,0.00246305418719212,18.16554375,23.51706875,68.402375,32.7602,0.0065,80.1,-0.06,0.0202625,312.9815,70.47466667,0.3345,1.135,0.0035,58.565,0.948566667,49.90714574,0.1229,1,524.1840843,11,2,"T1","CT1-T2-H29",-3.394650309,-127.5728,35.0498
"31","ct1_t5_h32",">2","Euphausiacea",1,47,0.0212765957446809,17.41111875,23.60625,81.763,32.63924375,0.032,60.184,0.115333333,0.1357875,295.1365,44.66966667,0.364,1.203666667,0.021333333,40.7,2.300733333,40.373965,105.72,0,287.1546375,5,0.5,"T1","CT1-T5-H32",-2.057413352,-124.7213,35.11383
"32","ct1_t5_h32",">2","Euphausiacea",1,47,0.0212765957446809,17.41111875,23.60625,81.763,32.63924375,0.032,60.184,0.115333333,0.1357875,295.1365,44.66966667,0.364,1.203666667,0.021333333,40.7,2.300733333,40.373965,105.72,0,287.1546375,5,1,"T1","CT1-T5-H32",-2.057413352,-124.7213,35.11383
"33","ct1_t5_h32",">2","Euphausiacea",1,47,0.0212765957446809,17.41111875,23.60625,81.763,32.63924375,0.032,60.184,0.115333333,0.1357875,295.1365,44.66966667,0.364,1.203666667,0.021333333,40.7,2.300733333,40.373965,105.72,0,287.1546375,5,2,"T1","CT1-T5-H32",-2.057413352,-124.7213,35.11383
"34","ct1_t6_h33",">2","Euphausiacea",1,205,0.0048780487804878,17.67494737,23.63878421,73.37931422,32.76398421,0.004,89.237,-0.021333333,0.0678,286.213,55.58733333,0.339,1.184,0.008,47.647,1.4834,43.86420492,44.366,1,220.3050539,78,0.5,"T1","CT1-T6-H33",-2.808803596,-123.8861,35.15777
"35","ct1_t6_h33",">2","Euphausiacea",1,205,0.0048780487804878,17.67494737,23.63878421,73.37931422,32.76398421,0.004,89.237,-0.021333333,0.0678,286.213,55.58733333,0.339,1.184,0.008,47.647,1.4834,43.86420492,44.366,1,220.3050539,78,1,"T1","CT1-T6-H33",-2.808803596,-123.8861,35.15777
"36","ct1_t6_h33",">2","Euphausiacea",1,205,0.0048780487804878,17.67494737,23.63878421,73.37931422,32.76398421,0.004,89.237,-0.021333333,0.0678,286.213,55.58733333,0.339,1.184,0.008,47.647,1.4834,43.86420492,44.366,1,220.3050539,78,2,"T1","CT1-T6-H33",-2.808803596,-123.8861,35.15777
"37","ct1_t7_h34",">2","Euphausiacea",2,328,0.00609756097560976,16.22978889,24.64262778,71.93337769,33.63152222,0.18025,5.198,4.7105,0.991344444,272.3325,44.66933333,0.55525,2.63575,0.1955,8.935,1.644233333,49.89389011,61.179,1,164.3233095,55,0.5,"T1","CT1-T7-H34",1.021747674,-123.1012,35.20463
"38","ct1_t7_h34",">2","Euphausiacea",2,328,0.00609756097560976,16.22978889,24.64262778,71.93337769,33.63152222,0.18025,5.198,4.7105,0.991344444,272.3325,44.66933333,0.55525,2.63575,0.1955,8.935,1.644233333,49.89389011,61.179,1,164.3233095,55,1,"T1","CT1-T7-H34",1.021747674,-123.1012,35.20463
"39","ct1_t7_h34",">2","Euphausiacea",2,328,0.00609756097560976,16.22978889,24.64262778,71.93337769,33.63152222,0.18025,5.198,4.7105,0.991344444,272.3325,44.66933333,0.55525,2.63575,0.1955,8.935,1.644233333,49.89389011,61.179,1,164.3233095,55,2,"T1","CT1-T7-H34",1.021747674,-123.1012,35.20463
"40","ct1_t8_h35",">2","Euphausiacea",5,59,0.0847457627118644,16.601525,24.4496125,62.516375,33.49135,0.13575,34.766,1.831,1.00973125,211.846,24.81766667,0.41225,2.2655,0.52375,19.854,1.631833333,30.76237143,8.3863,0,119.4843272,10,0.5,"T1","CT1-T8-H35",1.240985634,-122.3004,35.1785
"41","ct1_t8_h35",">2","Euphausiacea",5,59,0.0847457627118644,16.601525,24.4496125,62.516375,33.49135,0.13575,34.766,1.831,1.00973125,211.846,24.81766667,0.41225,2.2655,0.52375,19.854,1.631833333,30.76237143,8.3863,0,119.4843272,10,1,"T1","CT1-T8-H35",1.240985634,-122.3004,35.1785
"42","ct1_t8_h35",">2","Euphausiacea",5,59,0.0847457627118644,16.601525,24.4496125,62.516375,33.49135,0.13575,34.766,1.831,1.00973125,211.846,24.81766667,0.41225,2.2655,0.52375,19.854,1.631833333,30.76237143,8.3863,0,119.4843272,10,2,"T1","CT1-T8-H35",1.240985634,-122.3004,35.1785
"43","ct2_t8_h43","1-2","Euphausiacea",2,594,0.00336700336700337,15.68699375,25.07190625,77.0835625,34.03350625,0.211496484,5.491,7.418104457,1.07124375,161.261,14.891,0.696521147,6.376082642,0.259804398,9.927,1.530533333,40.83314211,43.725,1,52.40822911,47,0.5,"T2","CT2-T8-H43",2.955154777,-120.8298,34.54325
"44","ct2_t8_h43","1-2","Euphausiacea",2,594,0.00336700336700337,15.68699375,25.07190625,77.0835625,34.03350625,0.211496484,5.491,7.418104457,1.07124375,161.261,14.891,0.696521147,6.376082642,0.259804398,9.927,1.530533333,40.83314211,43.725,1,52.40822911,47,1,"T2","CT2-T8-H43",2.955154777,-120.8298,34.54325
"45","ct2_t8_h43","1-2","Euphausiacea",2,594,0.00336700336700337,15.68699375,25.07190625,77.0835625,34.03350625,0.211496484,5.491,7.418104457,1.07124375,161.261,14.891,0.696521147,6.376082642,0.259804398,9.927,1.530533333,40.83314211,43.725,1,52.40822911,47,2,"T2","CT2-T8-H43",2.955154777,-120.8298,34.54325
