"","Kingdom","Phylum","Subphylum","Class","Subclass","Superorder","Order","Family","Genus","Species"
"05af58a320cb1ea0a51d3805bf02a4cc0bbecd15","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma","Pleuromamma abdominalis edentata"
"06031612cc42723c4895af0e40c9183cc4837fa9","Animalia","Cnidaria","Subphylum","Hydrozoa","Hydroidolina","Superorder","Siphonophorae","Agalmatidae","Agalma","Agalma elegans"
"060994cd507682e8b605dfb73143940a7519a1ee","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Calanus","Calanus pacificus"
"066d6c0a1c3acc0089bec056b599c273a8c9fc80","Animalia","Arthropoda","Crustacea","Ostracoda","Myodocopa","Superorder","Halocyprida","Halocyprididae","Mollicia","Mollicia tyloda"
"06727370589ab8a32ded79c049391a33a3b3d2ab","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Paracalanidae","Mecynocera","Mecynocera clausi"
"068a040b5fd0c6779cceebb744bd1ed1ae094f50","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus"
"06a762376aa26769d4eda68b7408478961af6afb","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda",NA,NA,NA
"06f3a41f79add6f9789f6135a84ee74dd71040f1","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus"
"07320a4fcac8bfd39e26f90e7d0f90ded996dba1","Animalia","Arthropoda","Crustacea","Ostracoda","Myodocopa","Superorder","Halocyprida","Halocyprididae",NA,NA
"07328927fc0c18593bb6c76c71003e458b43b9c2","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Clausocalanidae","Ctenocalanus","Ctenocalanus vanus"
"073f1a97c014aa752e2ca771dc99a2f86a0e1d45","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Paracalanidae","Acrocalanus","Acrocalanus monachus"
"07400dec706e2853c78fd49fd403d3bd3df30ff8","Animalia","Chaetognatha","Subphylum","Sagittoidea","Subclass","Superorder","Aphragmophora","Sagittidae","Genus","Species"
"074b9b1b350f6ab258f9ed33b6b0d14b27559959","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus"
"0797c8bb6934369716d7859344512781fe4301f1","Animalia","Arthropoda","Crustacea","Ostracoda","Myodocopa","Superorder","Halocyprida","Halocyprididae","Mollicia","Mollicia tyloda"
"084b2a1152e714c58ee9eea7e77b476711feccfe","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Podoplea","Siphonostomatoida","Caligidae","Caligus","Caligus cheilodactyli"
"08636a1495939b7805ca78f84db8556c3ef820fa","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Candaciidae","Candacia","Candacia bispinosa"
"0867add712633255412c8b6fec1ecc0996e03fd0","Animalia","Arthropoda","Crustacea",NA,NA,NA,NA,NA,NA,NA
"086c912e45b469e8f1545154c16aba2a48fedfa3","Animalia","Arthropoda","Crustacea",NA,NA,NA,NA,NA,NA,NA
"08aba8adcabf8153dbb260a8c1e09d9e6383bb87","Animalia","Chaetognatha","Subphylum","Sagittoidea","Subclass","Superorder","Aphragmophora","Sagittidae","Genus","Species"
"08b5803083c16cfaa8724caa8f7f13287715290b","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida",NA,NA,NA
"08cb333838d89a80ed37612cb8dcce15aa199059","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus"
"08fad56b7af6196177da4c9d5fd07f41e87964ff","Animalia","Arthropoda","Crustacea",NA,NA,NA,NA,NA,NA,NA
"091ecde18aa0935058fd59a1af0937bcb58d4a2e","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida",NA,NA,NA
"092805999f063ac2ff11f3c75affb3da4e6b8578","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida",NA,NA,NA
"0945340d50d9255d08bd4a504591c139b13af1d0","Animalia","Arthropoda","Crustacea",NA,NA,NA,NA,NA,NA,NA
"097c8749e6fefe469e20e4aed101aa31d30f14e1","Animalia","Cnidaria","Subphylum","Anthozoa","Hexacorallia","Superorder","Actiniaria","Edwardsiidae","Edwardsianthus","Edwardsianthus gilbertensis"
"09dd172b3307dd83f12bd082cbbc5b51f5dc8dc3","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Euphausiacea","Euphausiidae","Euphausia","Euphausia pacifica"
"0a0574f8e968be0a12ca45c109d69e9b079cb3b2","Animalia","Arthropoda","Crustacea",NA,NA,NA,NA,NA,NA,NA
"0a19cb3e89d835f71f2511817816e72a13f12504","Animalia","Chaetognatha","Subphylum","Sagittoidea","Subclass","Superorder","Aphragmophora","Sagittidae","Genus","Species"
"0a1d47bbad8c99ec36dbd496c86b84ab8c3ea414","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma","Pleuromamma piseki"
"0a2ffa5a59b276a4a65d0fed7c8016d205965551","Animalia","Arthropoda","Crustacea","Ostracoda","Myodocopa","Superorder","Halocyprida","Family","Genus","Species"
"0a77474508506a951ae042ab14564ebe7a8997c6","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus"
"0a82019658d8ad05f9b731e54fec76df370047cf","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma","Pleuromamma abdominalis edentata"
"0aa71d40aa0334ecc871b823e308854f38365c4f","Animalia","Cnidaria","Subphylum","Hydrozoa","Hydroidolina","Superorder","Siphonophorae","Diphyidae","Lensia","Lensia campanella"
"0ad51b900cf786043d6384f09b3477c824ee8b1a","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Paracalanidae","Mecynocera","Mecynocera clausi"
"0b39665fa84a696115dd5f97bce42bf772721979","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Phrosinidae","Primno","Primno brevidens"
"0b5ed86dbb6b4c8a2be9a2d60e3c1ebfea0545fa","Animalia","Arthropoda","Crustacea",NA,NA,NA,NA,NA,NA,NA
"0b9add1f44edbc519928bd486242d6cc3d48e65f","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus"
"0c41d92acd534960061dfba1beb00f1917f3afc4","Animalia","Cnidaria","Subphylum","Hydrozoa","Hydroidolina","Superorder","Siphonophorae","Agalmatidae","Marrus","Marrus orthocanna"
"0c48620c953a8c482951346384b1b1c659247a7e","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Vibiliidae","Vibilia","Vibilia australis"
"0c504186478970db981e4601648ad5ff105aaa9b","Animalia","Chaetognatha","Subphylum","Sagittoidea","Subclass","Superorder","Aphragmophora","Sagittidae","Genus","Species"
"0c51f2f29827df7af1f0210d4764602e7050b193","Animalia","Mollusca","Subphylum","Cephalopoda","Coleoidea","Decapodiformes","Sepiida","Sepiolidae","Inioteuthis","Inioteuthis japonica"
"0c5fa17f7ecf209f6fd088aa6fd53eb627bafcf0","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Calanus","Calanus pacificus"
"0c92aaaa1c9d729bf02e8965834822eb3e5b3f92","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Paracalanidae",NA,NA
"0c99fd8cea007e998b175214351ada3406ceaa85","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Calanus","Calanus pacificus"
"0cc7783b88175ad26d5777ca4f3a521d14a66c1c","Animalia","Arthropoda","Crustacea",NA,NA,NA,NA,NA,NA,NA
"0cccaa9c4a9c0d2e44727ea23922450639a795a5","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus"
"0cd1b1355ebccd553a521a029e63ba156e14299f","Animalia","Cnidaria","Subphylum","Hydrozoa","Hydroidolina","Superorder","Siphonophorae","Diphyidae","Lensia","Lensia campanella"
"0d5a2b9078937a5f710bae6768072e3908ce7f58","Animalia","Arthropoda","Crustacea",NA,NA,NA,NA,NA,NA,NA
"0d630bf1e4606c23f7e853e29fb8eaea372ecdba","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Calanus","Calanus pacificus"
"0d6de660a5c61dc7f9506fefc67ad1df3d412264","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Calanus","Calanus pacificus"
"0ddd99f969247e30f3ab11e4c4103d58bb9fc734","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus"
"0ddfc68cf28edf568a04038d7ff59a3430a03dd6","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida",NA,NA,NA
"0df4987d911537b6aeed5fd6bcf3618023fcf349","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Euchaetidae","Euchaeta","Euchaeta marina"
"0df6647b8bcf8d29d6bb1c9420aaea6a09acbb34","Animalia","Arthropoda","Crustacea",NA,NA,NA,NA,NA,NA,NA
"0e1202671cb104c88b6ea9e2776af00a3a3dc0a6","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus"
"0e1296575253520f52538d918bbc59785b8edd79","Animalia","Ctenophora","Subphylum","Tentaculata","Subclass","Superorder","Cydippida","Mertensiidae","Charistephane","Charistephane fugiens"
"0e3319d5a880a077d0bc5fabe464d0c5e81a19f1","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus"
"0e4b156e1d629efde4a48645dfca0d7120f2e211","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Clausocalanidae","Ctenocalanus","Ctenocalanus vanus"
"0e9007b4e89534a63556b4c2781104595c9b3b9e","Animalia","Chaetognatha","Subphylum","Sagittoidea","Subclass","Superorder","Aphragmophora","Sagittidae","Genus","Species"
"0eaedf31320bcd03c670c67bea423c1b0de1e51b","Animalia","Nemertea","Subphylum","Pilidiophora","Subclass","Superorder","Heteronemertea","Lineidae",NA,NA
"0eff59f5455a58f0a93e72b8caffb081d38c1191","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda",NA,NA,NA,NA,NA
"0f176b92a7b941c6459e4648d8bb94725ede1cab","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Calanus","Calanus pacificus"
"0f5c21c62ae3f2767c7a229c02a2870eee10daa1","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Euchaetidae","Euchaeta","Euchaeta media"
"0f76106f1e283822867de45fb377f1ee084fa5c7","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida",NA,NA,NA
"0f91b603c991325a762aead17a651b680c9fa1ab","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Euchaetidae","Euchaeta","Euchaeta marina"
"0f9929732f357da1950dc98fa7acfd0d21c26f71","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus"
"1026cf43c26db5a37c9e08e9c0a88b7f9bde4ca3","Animalia","Arthropoda","Crustacea",NA,NA,NA,NA,NA,NA,NA
"102cc7c90e2771a785a7ff071903b2194d7b5054","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Calanus","Calanus pacificus"
"10471049fa84710c525f49ad0803933975192406","Animalia","Arthropoda","Crustacea","Ostracoda","Myodocopa","Superorder","Halocyprida","Family","Genus","Species"
"1049c8f07d97359963a404f1fdb5f06f4cf96e74","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Paracalanidae","Acrocalanus","Acrocalanus monachus"
"1143cc83af5a9d713c74d7d433cfb83287037b8e","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda",NA,NA,NA
"116e3ef8c862bb9155500e0221df2dbe02617641","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca",NA,NA,NA,NA,NA
"1198d0e18cc74aff113e974de50269252576249d","Animalia","Arthropoda","Crustacea","Ostracoda","Myodocopa","Superorder","Halocyprida","Halocyprididae","Mollicia","Mollicia tyloda"
"11f6090e3579ac3eeba08e00d2172af4bd4b49dd","Animalia","Cnidaria","Subphylum","Hydrozoa","Hydroidolina","Superorder","Siphonophorae","Prayidae","Rosacea","Rosacea cymbiformis"
"12125d98b61fa81f51559d22484b4ce4440cf2de","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Uristidae","Abyssorchomene","Abyssorchomene distinctus"
"123da3e7641d66858145f42709447766bbe62873","Animalia","Arthropoda","Crustacea",NA,NA,NA,NA,NA,NA,NA
"1253006a842f4a4901c9c006c4af6738415730e6","Animalia","Arthropoda","Crustacea","Ostracoda","Myodocopa","Superorder","Halocyprida","Family","Genus","Species"
"12bccd1ad2397c6f7a72a08ee2e7a1d72e96481b","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma","Pleuromamma abdominalis"
"1302c40a3cba803fa64cc5939b562a7a5700bbbc","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Calanus","Calanus pacificus"
"134558db002ef4fed720988d68f864ca1621cae8","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Scolecitrichidae","Racovitzanus","Racovitzanus antarcticus"
"13503722fd14c37395737a4f80960de62dd1a733","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Neocalanus","Neocalanus gracilis"
"135ced8d35c59193d09cb756b7d9c1c3336a9b74","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Paracalanidae",NA,NA
"137c0fdf7bd5b76fe1c6b44c700c09f74c12535c","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Euchaetidae","Euchaeta","Euchaeta marina"
"13f9c2153fbb76323f3d8656aa435b7ddf79b35b","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Acartiidae","Acartia","Acartia Acartiura margalefi"
"143a1a368743bfb4333b13e49b0a228c3fcd5b05","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Paracalanidae","Mecynocera","Mecynocera clausi"
"14445ada9491b695af3c8d8f760324d5c63437f5","Animalia","Arthropoda","Crustacea","Ostracoda","Myodocopa","Superorder","Halocyprida","Halocyprididae","Mollicia","Mollicia tyloda"
"1455e0bca8ae9df317b44f49414f6feb807c710f","Animalia","Chaetognatha","Subphylum","Sagittoidea","Subclass","Superorder","Aphragmophora","Sagittidae","Genus","Species"
"14872253069b69a5296e08c0eb345409f906404f","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida",NA,NA,NA
"1491f4b1c2ee1f7e7da61e612def75fcc3bb4607","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Clausocalanidae","Ctenocalanus","Ctenocalanus vanus"
"14a3ba08865d4e4cfb87f46998c4f9392d6f8777","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus"
"14c9f5fcc610a1f0126bca59d109c89acd6b7042","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Clausocalanidae","Clausocalanus","Species"
"14f754da03f164a181f8d8daea94ee359b2db148","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma","Pleuromamma abdominalis edentata"
"1511209aba9d1c3ed9a7b879f82aaeed2290bf5b","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Calanus","Calanus pacificus"
"153e5be0daa9c84657193e42724acbcd5712179c","Animalia","Cnidaria","Subphylum","Hydrozoa","Hydroidolina","Superorder","Anthoathecata",NA,NA,NA
"154a8c08ffa3c2c8efca0eb1b351813f905a95f9","Animalia","Cnidaria","Subphylum","Hydrozoa","Hydroidolina","Superorder","Siphonophorae","Agalmatidae","Agalma","Agalma elegans"
"1567f7227a371cdfabfaa7df5f794415ecbe3cba","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Paracalanidae",NA,NA
"15bd72db304d8c59b122582874544744b3094a2d","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus"
"15d57795f665118fe84c589183f30e967af99423","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida",NA,NA,NA,NA
"15f1724a808f5473ed8c2f2786ca68147ca2d103","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca",NA,NA,NA,NA,NA
"1657bdcb6bf3bc21b750b3a9fcc7bfb45173eec2","Animalia","Arthropoda","Crustacea",NA,NA,NA,NA,NA,NA,NA
"165cff3a601015d924c63001a6d27e1dc72ce95b","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus"
"16abb61e0666f920d2caa1a3868780e2ad973878","Animalia","Arthropoda","Crustacea","Ostracoda","Myodocopa","Superorder","Halocyprida","Halocyprididae","Mollicia","Mollicia tyloda"
"16b1ac2b923677ae51e453bc406893e614c28baf","Animalia","Arthropoda","Crustacea",NA,NA,NA,NA,NA,NA,NA
"16b9742896671941174ee7b1b3e417966b6f3222","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Paracalanidae","Mecynocera","Mecynocera clausi"
"16cf07b796c7b65eae7d984f1e1df10ab81eaa42","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus"
"16d3472e6d0c028b87f0b97c135b665c2f274702","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Euphausiacea","Euphausiidae","Thysanoessa","Thysanoessa gregaria"
"17034a970992fe22b883968090ed005b458b394a","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma","Pleuromamma abdominalis edentata"
"1703ccbe1fffc218367bd25e96fc4dc95f6d5011","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Acartiidae","Acartia","Acartia Acartiura margalefi"
"17cd5094165cb201fb20ed78d17e5938c017bd94","Animalia","Arthropoda","Crustacea",NA,NA,NA,NA,NA,NA,NA
"17e50c361d0ee3dca50193093804268e84b42a6b","Animalia","Chaetognatha","Subphylum","Sagittoidea","Subclass","Superorder","Aphragmophora","Sagittidae","Genus","Species"
"17f78af2751fc6ee34901df0592a0a6f04cf615f","Animalia","Arthropoda","Crustacea",NA,NA,NA,NA,NA,NA,NA
"180492eb2d99dfeb36f2c73da5e720e6c7e7783e","Animalia","Arthropoda","Crustacea",NA,NA,NA,NA,NA,NA,NA
"1893923acab4675b218cf79879e1f49ccdbef020","Animalia","Cnidaria","Subphylum","Hydrozoa","Hydroidolina","Superorder","Siphonophorae","Diphyidae","Muggiaea","Muggiaea atlantica"
"18bc8062d256c224000582443890cdb333deb155","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Paracalanidae","Acrocalanus","Acrocalanus monachus"
"18e3da3753b768ffb3358b49c2b2727aa254a858","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Heterorhabdidae","Heterorhabdus",NA
"191852591b4d2d43f118faeb01e4a8b3fe27ec16","Animalia","Chaetognatha","Subphylum","Sagittoidea","Subclass","Superorder","Aphragmophora","Sagittidae","Genus","Species"
"1943c2dbc537174854615a463ff0978c1f9316d1","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus"
"197f64ec95a37b7818b67d00680e0386e90a9d8e","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus"
"197f8c3936c8445c1990bd4c6cf83afb7bf0d739","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca",NA,NA,NA,NA,NA
"19c19b5103a96b62e7346aae19fa59eb251f49b1","Animalia","Cnidaria","Subphylum","Hydrozoa","Hydroidolina","Superorder","Anthoathecata","Balellidae","Balella","Balella mirabilis"
"1a59880170e670ad1be39f25001324d25ff89ae2","Animalia","Arthropoda","Crustacea",NA,NA,NA,NA,NA,NA,NA
"1a84e6f2aa276f5d18ad36aee37777543f9245cd","Animalia","Chaetognatha","Subphylum","Sagittoidea","Subclass","Superorder","Aphragmophora","Sagittidae","Genus","Species"
"1a9368e90aea8e50df4cb2c9d540bcda3d0d5eed","Animalia","Arthropoda","Crustacea",NA,NA,NA,NA,NA,NA,NA
"1ad99b68bfb99efe732722f294c213e786904c0e","Animalia","Arthropoda","Crustacea",NA,NA,NA,NA,NA,NA,NA
"1b030090d520143c835377004f3ec1399afff672","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Paracalanidae","Acrocalanus","Acrocalanus monachus"
"1b524f78ed95d246bc83c59ca9285e985f95be45","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Podoplea","Cyclopoida","Oncaeidae","Oncaea","Oncaea scottodicarloi"
