Hash,Phylum,Class,Order,Family,Genus,Species
b65b40c6bd4df86d8c6557b3172e5ee4945d6ee0,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
ca6a338620c11bc8b0d3957d29068f6c39c68b5b,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
8a4c77cfe21f3e7e0981111c5fd7be9535d6bc18,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
a618c2b816fcf191faa8d9d0f7c5e2a9493c959c,Arthropoda,Malacostraca,Decapoda,NA,NA,NA
1fb857205357fb77b9acef3e5e958356abc2cc4f,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,NA
dc6fd56e3a5e624e5fb8c5352fc980230a43baa7,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
7e7e3c444e485b1ef8a2ba9be584a5691c6ef8e9,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,NA
24c0b69318a678939ba9f93094a44f8d226eaa56,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
2916bb33bc1c7985c04e76045666a4a43c03175f,Mollusca,Gastropoda,NA,NA,NA,NA
f37b217078eb212787a5ab1909e1c2b411c7bc69,Arthropoda,Hexanauplia,NA,NA,NA,NA
09dd172b3307dd83f12bd082cbbc5b51f5dc8dc3,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,Euphausia pacifica
ee24bcd02fecc7fa8057a7e380edad27cd6b736a,Arthropoda,Hexanauplia,NA,NA,NA,NA
0df6647b8bcf8d29d6bb1c9420aaea6a09acbb34,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Halocypria,Halocypria globosa
4f1941d0bfc10715082b44cecf5b24c35382c975,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA
cf0c2e302d1ba39afd8d789068fc4cc6058872e6,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
33839e927895fe65dd93c481f467024b5ba0e3bf,Arthropoda,Hexanauplia,Calanoida,Candaciidae,Candacia,Candacia bipinnata
07400dec706e2853c78fd49fd403d3bd3df30ff8,,,,,,
18bc8062d256c224000582443890cdb333deb155,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Euchirella,Euchirella pulchra
bf8f3bfe8fb8e23135280e64efe4cc3cc315b30c,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
40ec0b2066ec6326c7b1d54493d801dd5cd38714,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
c954f7e93c3728218a8ecbd26075d61d60905dff,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloroparvula,Chloroparvula pacifica
d2cfac82409025bfd1e14fa75921b4c92412930c,NA,NA,NA,NA,NA,NA
667041167eae95a6faf3cc21b8714a19413acf57,Mollusca,Gastropoda,NA,NA,NA,NA
3fa61d50fd4949e0d04c0b48f09576ec54f63232,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
628da32d7d0084faceecf85cfaaddd76b291a763,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
a3aa48eda958305314ca2ae91a164da875f8cff8,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
87cae20a691b13f9183a63b10fb5eca3afb42452,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
23b3707a70c35e8bc340f538148b594f7e562489,Mollusca,Cephalopoda,NA,NA,NA,NA
fe2c97a1043d00c6f439246c609f21f5739178f4,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Euchirella,Euchirella pulchra
837020b55b70e40635c33417f7572942ca7a7009,Arthropoda,Hexanauplia,Calanoida,Candaciidae,Candacia,Candacia bipinnata
2d7f345e43a11696dabc07f2b05694313d87bdcd,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
5b408bcb18ddca8a0088c8cb0c94f8f01e3d565d,Arthropoda,Hexanauplia,NA,NA,NA,NA
ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,,,,,,
2ae059c18e36ba4620545bdd3a57a639ebc1d9a2,Arthropoda,Hexanauplia,NA,NA,NA,NA
e9a1ccbfa9b22138de83d4e88e40ff0becc251de,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
c3fb89f8d0b6dbcec55b04cdfda7f019695eec6c,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus parapergens
1703ccbe1fffc218367bd25e96fc4dc95f6d5011,Arthropoda,Hexanauplia,NA,NA,NA,NA
b1fb395dbe6b229152fbf62970f20f129ba0ac46,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
2885839f4b72c349770741c1878014867992af4b,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
85c2cce0b81b547ebd05f5623ce7881e5a8db540,,,,,,
8d4cc2e8c7f20ba7e2a4c6ee4457f0a6a9b98d45,NA,NA,NA,NA,NA,NA
03ecec8441f3bf1abb7e5604eebade5c7e7724b7,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
8f00bd43b9cef841b113073b7bdea53114cd7384,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Nanomia,Nanomia bijuga
dbcdc0436dc94019e54850fc03f4a79efadac140,Arthropoda,Hexanauplia,Calanoida,Mecynoceridae,Mecynocera,Mecynocera clausi
6d0c70e49615649ba5545cf0f48a23fc27851bf2,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
bfcd14f97747c99372ec23c78dab3909d1561ea0,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Rhincalanus,Rhincalanus nasutus
45218bbce4a242b369b1f75feae1df4199ce3184,,,,,,
699998b228e39009dc3427070b6bafcf3fb8c664,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
b800521472df8dfb775e30b9f707ecdeaf0f1702,Mollusca,Cephalopoda,NA,NA,NA,NA
32592cd656c827346423093e2e390b39b13dfab3,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Rosacea,Rosacea cymbiformis
dffb1771cd91f59b1e1d0a0b6070625c2eba574b,Arthropoda,Hexanauplia,Harpacticoida,Peltidiidae,Goniopsyllus,Goniopsyllus rostratus
bc5b87bc503ce611584cdae87c40996e53f6ed74,NA,Pelagophyceae,Pelagomonadales,NA,Pelagomonas,Pelagomonas calceolata
6f01a43858c4adeff558f03693318ff97d09a3b6,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
609864d9d4450e1244f00866ba30bf348a7b5c3f,Chordata,Actinopteri,NA,NA,NA,NA
0945340d50d9255d08bd4a504591c139b13af1d0,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus pergens
f2de4b4c8738d490ead883366453538121354285,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
6f93c18e5a5ef94bb08099b6f6505f5082ebe2cd,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
2818e24c6b2b3f32086b1a3185fb0b1f921a18c2,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
8221592f98de78c257ce7504572985ca132c0ae7,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
2cc2cf417338b1637b18f3955dc7c2961d1ac608,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
277b80fdb5e574c7b80b5a61bb9d14bd71fecb9b,,,,,,
c2b31e7f83dc3a59451f7db6714da0a0dd74a2c5,Arthropoda,Hexanauplia,Calanoida,Candaciidae,Candacia,Candacia bipinnata
625707553b70864cca54ad03fc3a16472dc922ac,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
e911fe4407e58bdc60d7009edeb5707c4c3ae62b,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus
75d23efcebef6cf45d0c89fc24e8b39c75f23f63,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
39e9e35df5f7fc0ad309ccf548e530455e0dc43b,Chordata,Actinopteri,NA,NA,NA,NA
dd6ebaaca7acc169d5efcaf915f94db559fbe8bc,Mollusca,Gastropoda,NA,NA,NA,NA
1efdc12c7a55e43af98341cab4bca126716d5574,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
7e67f8693f4923c5c084d749fc5b0e4274de9d62,Arthropoda,Hexanauplia,NA,NA,NA,NA
031ac4e0dd2ecc8f1dcecff888fa78cd7daee6cf,Mollusca,Cephalopoda,NA,NA,NA,NA
648def16920ca6523c1f6118243c04b9bdf35146,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
3bda6b8265a3be4b89e9679effa242912ccae21a,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
5a5b0e270b0683dc34e23f7b50a7611365052f5d,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
6e5f0aea0993ec6505218ecb0fb83093fbefe698,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
3ae55dca90a0d562c35a82e1780ac82a6ee34634,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
63ee796ed6f38a56f859fe3aa309aad32117438e,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
7adace709ce29ad37e31c1253904a6927424f353,Arthropoda,Hexanauplia,NA,NA,NA,NA
d474093452034412d0554164477475c9ed22de39,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
445ddbfaee1ead7545459cff31d251a75a0e7b8a,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
3b40106afbb37d7c187b02f596332415ddc60eb2,Cnidaria,Hydrozoa,Siphonophorae,Sphaeronectidae,Sphaeronectes,Sphaeronectes koellikeri
fe39a04ddd0818305ba03822f1b04cb8a0b67473,Arthropoda,Hexanauplia,Calanoida,Calanidae,Ctenocalanus,Ctenocalanus vanus
e64c17f4d9d53f3e7e634f635fd5e4a71e63138e,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
3cbb3d1ea5efe3bb6fd4d7c0492231b0579c7d05,Chordata,Actinopteri,Scombriformes,Tetragonuridae,Tetragonurus,Tetragonurus cuvieri
3825dc69109745dde87146e1cd52de6e42743ca7,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
2adb8346ddc882a7ad9b1eb69a545297892686fe,Arthropoda,Hexanauplia,Pedunculata,Lepadidae,Lepas,Lepas pectinata
3fdfd5cae5ad9abd680b01523b895198661a1c47,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
a6e241a59c2ed7900e86b07cb485010902f70636,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
abe60dc4f328e42645e8b5de62890609258de7a7,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
4f2327009bca5c3fe9bcbada8ff3b335b8af6295,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis
0fb244af03c52021238649fda66757df9dc4e01b,Arthropoda,NA,NA,NA,NA,NA
1e8a8291966c172ef539251c5aad9dbd72bde6ed,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
e9cb7fb3c745331aaf0280a7b090f4d245bc18ad,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,NA,NA
91d91e83d0843a6d603713460ca031a989e96f31,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecetta,Conchoecetta giesbrechti
cd461f97fea3eb247657aaf6ea054a4ff990ac82,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
b297100644045ab353d5c4215e56a544003a7b0e,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,Neocalanus tonsus
df9956e392c5bd889029b789b1a831516d8fea60,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus paululus
7b32b5bd6712b6febbd66c6bb0a1b40702a91222,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Nanomia,Nanomia bijuga
bbc5268ac699d6344bdbf111a07d8ffe83abc096,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
f722d0eed517ca1485412235b83d44c18e6ccf98,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
ce213e276a68f4d89e1af6d87e07e249f66c419c,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
64c538d99b6d53efd0149cbb4896cfc5d55c3461,,,,,,
e6e9e14c9d8f276c15c8309bb19a93bc298d4355,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
9c36fa423ec2085c0be7f35589b6a26e94eb810c,Echinodermata,NA,NA,NA,NA,NA
13f9c2153fbb76323f3d8656aa435b7ddf79b35b,Arthropoda,Hexanauplia,NA,NA,NA,NA
414dd518723569a7df72d9b9c41060262f67a121,Chordata,Actinopteri,Stomiiformes,Stomiidae,Tactostoma,Tactostoma macropus
8494ee5532b9624e8ef45570855c4c6fbef83f20,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
52a4a6a38e2f25ed5ce5c20f0e7f803fca3a6da3,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia tonsa
0024d4c453065d2e9af807d31529fa9c00bf129a,Arthropoda,Hexanauplia,Pedunculata,Lepadidae,Lepas,Lepas pectinata
9e3d190e7992b4cf631d9d51568978e4e31d1039,Arthropoda,Hexanauplia,NA,NA,NA,NA
4956c27b442b6765e54667373f4ff3352ca0cc1c,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
c25abcc3358f7552ed039ccacfb4b28467b2ca9b,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Rhopalonema,Rhopalonema velatum
f64f576ff131c8812378935aa55611ef20a7517f,Mollusca,Gastropoda,NA,NA,NA,NA
72d062446bb7ba8f9c7915f64384ee7d8b603d0c,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
d6a7f93a5357adbce9373bd4b74f7ebc00494aec,Arthropoda,Hexanauplia,NA,NA,NA,NA
3c9b2ac9f3bbbf0b47146977ac9ac896d4e5d96f,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
c51b60f84e63ee2ac51774a3eecb0cf88f5470cc,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
7ef1931543404dc6b4c9d8f125af3c7cbac725bf,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
a8838920b1f38bfc6039bc59c0e26e748e2c01db,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
98afb06a9acfc017fa4f25951aed678d0885dd2f,Arthropoda,Hexanauplia,Calanoida,Lucicutiidae,Lucicutia,Lucicutia flavicornis
3295752a0e23c38ca91766afff6878c18041e839,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
b3a88c9435b4f11570c0d392c7e86fb4ae0bf584,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus lividus
49f0f47945dc262ce92b1b45246eb7f7e00584c3,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
ac8b6c6be7d4f19692ecfd53383f4a715f8490ae,Arthropoda,Hexanauplia,Calanoida,Lucicutiidae,Lucicutia,Lucicutia flavicornis
29c90a52a834f6613b691f916f4bc5f449911ada,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
0b9add1f44edbc519928bd486242d6cc3d48e65f,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
c7cb9c2029ddb53b74ae580eaac50b3f2cf27c4b,Arthropoda,Hexanauplia,Calanoida,Calanidae,Ctenocalanus,Ctenocalanus vanus
ca70d50751542d35659403dc72f03416412d82f8,,,,,,
6fffe9e2669eb2657808a9e19c52f6993cfd4032,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
7858e672d538afedd3af80d1eb9bdf64f76c07b5,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
a2cad7992d70617f236ec38b88ded0042dbbf15e,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
544d979fb4fe40b47e2a5d771581166cfb50d151,NA,NA,NA,NA,NA,NA
67699186f2500d9fed3b98c89a41824904dec096,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,NA,NA
5f9e0ff3adaec16fe072cab01fd451447e293c24,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
0504c53740ed36b2c56a61fd7b09cc373ccbd619,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
dcdd49e8cafe89681ae72d2d0990b2bd75b91414,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA
1ed69552a3bb0d8b0177dfd7c8c2d1147d350cc9,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
96b0c12782bc61deb3c003cecaa108f2e2b30186,,,,,,
00d22f3eee653833f404acb0ec2d85507a4da77f,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
b95338d3c9a7df5b78e7cc797e0df0c77a97ab62,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Nematoscelis,Nematoscelis difficilis
912fb7e0bfd85f58444bbe415ba711675fae704f,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Hainotis,Hainotis sharonae
ac4c232bfde0b7d39a08b20a1f3e48a657a24f32,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloroparvula,Chloroparvula pacifica
ab61dda559547073235959ebcc4a5d548f4c2108,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
365a0e9f26b722261bf58fa04e7c7d4a783992de,Arthropoda,Hexanauplia,Calanoida,Candaciidae,Candacia,NA
e07e8d71a4dde5c696c67e8e09be6a3d39492e6e,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
d1f3cf55d4184aa31655a8e64ef8f59fc1f6549b,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
a155812b174fd2534a966f14f95982cbbe17cd8e,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA
a1e1ac867f2717f8ee7191dcde461a5f6c026ece,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Nematoscelis,Nematoscelis difficilis
68de381449314da89f8660b3bb26cc52c0c4e2ba,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloroparvula,Chloroparvula pacifica
f367268197e65065b7770d65c52a8d6b10613dc2,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
d050cae7a00fed2fb05cce678ee4ad3d3f79f34c,Arthropoda,Hexanauplia,NA,NA,NA,NA
9e4f8eb89c8af13c2ffb840c45e1d162fc43e739,Chordata,NA,NA,NA,NA,NA
0b5ed86dbb6b4c8a2be9a2d60e3c1ebfea0545fa,Arthropoda,Hexanauplia,NA,NA,NA,NA
a6a47d4bb59d337d67c0b4e4362b1800636587d7,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
430c6686f8e14f23b2cfc13713bb8b47662d3c0a,Chordata,Actinopteri,Scombriformes,Tetragonuridae,Tetragonurus,Tetragonurus cuvieri
ccab7811caf316028e077812127e88647bcec5fe,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
0207af7746ca2e7fae8b686eb4ce729354ef27ae,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
29fb71347dc295987beb64f0892f14c43e7acfa0,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA
277f415b8d7c5948a729ca5ce6f7df25074485e0,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
e494da48da0a7a0b5382825b8ff0c022677e87db,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecetta,Conchoecetta giesbrechti
956d1658251a7664819de353268c22a2467e5532,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
fc8c5b3847914524a3bdac93cbca05f2faa0b2c0,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus paululus
b6a0c1024912c0b187eb8e7b408eaaa44577716d,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Mikroconchoecia,Mikroconchoecia sp. Os099.1.3
aa54cff097059a9a673dcb42533cedbf3751ba55,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
db4b6d492da229e88ce5c795266823b3c52382d7,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
e48208030b3116b76cdbb50d359ea19acea96ea9,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
78be39f75868a12b46cde340728608e872846a84,,,,,,
c826a4ed8ce11f9f706c6f67f259d32adf4f0022,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
ba9659a909d7c0c2f8ec717ec9f47ce5208b5cf1,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
69a62fe8a6930ddf4877834feccbcbe37bc15fe6,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis
9f2deb97467abc9e8db1bf961b30aed8ae0c27d5,Chordata,Actinopteri,Myctophiformes,Myctophidae,Notoscopelus,Notoscopelus japonicus
dcdcc36a2ce91bea11977cdc5f8261667c0d96a7,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
0cc7783b88175ad26d5777ca4f3a521d14a66c1c,,,,,,
839a2058bdab34c3ee2d6ca431648061a348c2ac,Arthropoda,Hexanauplia,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
0d6de660a5c61dc7f9506fefc67ad1df3d412264,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
513e6e6e21134f49f67315fad5db9f7dbedde6eb,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
210c5cae1a8a68254d483d7af92e7e9b26043269,NA,NA,NA,NA,NA,NA
8ceead2cf25e54cbea1981ea442e647e93c1a15e,Mollusca,Gastropoda,NA,NA,NA,NA
9b4c3de59b9163cf2da4f9e104a5b65e798db0b6,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
b5eb81543115dba61a676c04166469d365f89f76,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
d12bd1b6cb691d94a63f208e220a99a5ff3f554a,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
58643d5398ac9ed12b016d632f82f0424c0523eb,,,,,,
a0dda142fd6d0c7ff2a1a3d82b08e6bf644ab72f,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
ebaccffde6849cb6c317f6d2e476b5e202c7fadf,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
